instance_name,dataset,node_id,node_type,x_coord,y_coord,demand,demand_type,distribution,parameters
A-n45-k6,Christiansen and Lysgaard (2007),1,depot,31.0,73.0,0.0,none,,
A-n45-k6,Christiansen and Lysgaard (2007),2,customer,11.0,67.0,19.0,stochastic,Poisson,{'lambda': 19.0}
A-n45-k6,Christiansen and Lysgaard (2007),3,customer,52.0,96.0,2.0,stochastic,Poisson,{'lambda': 2.0}
A-n45-k6,Christiansen and Lysgaard (2007),4,customer,81.0,29.0,12.0,stochastic,Poisson,{'lambda': 12.0}
A-n45-k6,Christiansen and Lysgaard (2007),5,customer,97.0,62.0,20.0,stochastic,Poisson,{'lambda': 20.0}
A-n45-k6,Christiansen and Lysgaard (2007),6,customer,71.0,5.0,6.0,stochastic,Poisson,{'lambda': 6.0}
A-n45-k6,Christiansen and Lysgaard (2007),7,customer,6.0,56.0,17.0,stochastic,Poisson,{'lambda': 17.0}
A-n45-k6,Christiansen and Lysgaard (2007),8,customer,48.0,50.0,8.0,stochastic,Poisson,{'lambda': 8.0}
A-n45-k6,Christiansen and Lysgaard (2007),9,customer,91.0,17.0,14.0,stochastic,Poisson,{'lambda': 14.0}
A-n45-k6,Christiansen and Lysgaard (2007),10,customer,49.0,68.0,2.0,stochastic,Poisson,{'lambda': 2.0}
A-n45-k6,Christiansen and Lysgaard (2007),11,customer,85.0,29.0,8.0,stochastic,Poisson,{'lambda': 8.0}
A-n45-k6,Christiansen and Lysgaard (2007),12,customer,11.0,16.0,5.0,stochastic,Poisson,{'lambda': 5.0}
A-n45-k6,Christiansen and Lysgaard (2007),13,customer,74.0,98.0,7.0,stochastic,Poisson,{'lambda': 7.0}
A-n45-k6,Christiansen and Lysgaard (2007),14,customer,56.0,37.0,22.0,stochastic,Poisson,{'lambda': 22.0}
A-n45-k6,Christiansen and Lysgaard (2007),15,customer,13.0,81.0,14.0,stochastic,Poisson,{'lambda': 14.0}
A-n45-k6,Christiansen and Lysgaard (2007),16,customer,66.0,80.0,17.0,stochastic,Poisson,{'lambda': 17.0}
A-n45-k6,Christiansen and Lysgaard (2007),17,customer,96.0,55.0,23.0,stochastic,Poisson,{'lambda': 23.0}
A-n45-k6,Christiansen and Lysgaard (2007),18,customer,36.0,17.0,15.0,stochastic,Poisson,{'lambda': 15.0}
A-n45-k6,Christiansen and Lysgaard (2007),19,customer,32.0,23.0,21.0,stochastic,Poisson,{'lambda': 21.0}
A-n45-k6,Christiansen and Lysgaard (2007),20,customer,6.0,13.0,2.0,stochastic,Poisson,{'lambda': 2.0}
A-n45-k6,Christiansen and Lysgaard (2007),21,customer,64.0,30.0,24.0,stochastic,Poisson,{'lambda': 24.0}
A-n45-k6,Christiansen and Lysgaard (2007),22,customer,87.0,5.0,10.0,stochastic,Poisson,{'lambda': 10.0}
A-n45-k6,Christiansen and Lysgaard (2007),23,customer,75.0,61.0,20.0,stochastic,Poisson,{'lambda': 20.0}
A-n45-k6,Christiansen and Lysgaard (2007),24,customer,40.0,72.0,6.0,stochastic,Poisson,{'lambda': 6.0}
A-n45-k6,Christiansen and Lysgaard (2007),25,customer,1.0,44.0,21.0,stochastic,Poisson,{'lambda': 21.0}
A-n45-k6,Christiansen and Lysgaard (2007),26,customer,60.0,95.0,10.0,stochastic,Poisson,{'lambda': 10.0}
A-n45-k6,Christiansen and Lysgaard (2007),27,customer,27.0,49.0,6.0,stochastic,Poisson,{'lambda': 6.0}
A-n45-k6,Christiansen and Lysgaard (2007),28,customer,15.0,33.0,13.0,stochastic,Poisson,{'lambda': 13.0}
A-n45-k6,Christiansen and Lysgaard (2007),29,customer,46.0,53.0,21.0,stochastic,Poisson,{'lambda': 21.0}
A-n45-k6,Christiansen and Lysgaard (2007),30,customer,28.0,43.0,24.0,stochastic,Poisson,{'lambda': 24.0}
A-n45-k6,Christiansen and Lysgaard (2007),31,customer,3.0,9.0,11.0,stochastic,Poisson,{'lambda': 11.0}
A-n45-k6,Christiansen and Lysgaard (2007),32,customer,1.0,100.0,16.0,stochastic,Poisson,{'lambda': 16.0}
A-n45-k6,Christiansen and Lysgaard (2007),33,customer,53.0,46.0,8.0,stochastic,Poisson,{'lambda': 8.0}
A-n45-k6,Christiansen and Lysgaard (2007),34,customer,98.0,8.0,11.0,stochastic,Poisson,{'lambda': 11.0}
A-n45-k6,Christiansen and Lysgaard (2007),35,customer,6.0,25.0,11.0,stochastic,Poisson,{'lambda': 11.0}
A-n45-k6,Christiansen and Lysgaard (2007),36,customer,7.0,81.0,22.0,stochastic,Poisson,{'lambda': 22.0}
A-n45-k6,Christiansen and Lysgaard (2007),37,customer,96.0,88.0,17.0,stochastic,Poisson,{'lambda': 17.0}
A-n45-k6,Christiansen and Lysgaard (2007),38,customer,2.0,35.0,22.0,stochastic,Poisson,{'lambda': 22.0}
A-n45-k6,Christiansen and Lysgaard (2007),39,customer,32.0,94.0,17.0,stochastic,Poisson,{'lambda': 17.0}
A-n45-k6,Christiansen and Lysgaard (2007),40,customer,95.0,94.0,8.0,stochastic,Poisson,{'lambda': 8.0}
A-n45-k6,Christiansen and Lysgaard (2007),41,customer,9.0,11.0,23.0,stochastic,Poisson,{'lambda': 23.0}
A-n45-k6,Christiansen and Lysgaard (2007),42,customer,96.0,16.0,5.0,stochastic,Poisson,{'lambda': 5.0}
A-n45-k6,Christiansen and Lysgaard (2007),43,customer,90.0,68.0,3.0,stochastic,Poisson,{'lambda': 3.0}
A-n45-k6,Christiansen and Lysgaard (2007),44,customer,33.0,31.0,18.0,stochastic,Poisson,{'lambda': 18.0}
A-n45-k6,Christiansen and Lysgaard (2007),45,customer,6.0,59.0,12.0,stochastic,Poisson,{'lambda': 12.0}
