instance_name,dataset,node_id,node_type,x_coord,y_coord,demand,demand_type,distribution,parameters
A-n32-k5,Christiansen and Lysgaard (2007),1,depot,82.0,76.0,0.0,none,,
A-n32-k5,Christiansen and Lysgaard (2007),2,customer,96.0,44.0,19.0,stochastic,Poisson,{'lambda': 19.0}
A-n32-k5,Christiansen and Lysgaard (2007),3,customer,50.0,5.0,21.0,stochastic,Poisson,{'lambda': 21.0}
A-n32-k5,Christiansen and Lysgaard (2007),4,customer,49.0,8.0,6.0,stochastic,Poisson,{'lambda': 6.0}
A-n32-k5,Christiansen and Lysgaard (2007),5,customer,13.0,7.0,19.0,stochastic,Poisson,{'lambda': 19.0}
A-n32-k5,Christiansen and Lysgaard (2007),6,customer,29.0,89.0,7.0,stochastic,Poisson,{'lambda': 7.0}
A-n32-k5,Christiansen and Lysgaard (2007),7,customer,58.0,30.0,12.0,stochastic,Poisson,{'lambda': 12.0}
A-n32-k5,Christiansen and Lysgaard (2007),8,customer,84.0,39.0,16.0,stochastic,Poisson,{'lambda': 16.0}
A-n32-k5,Christiansen and Lysgaard (2007),9,customer,14.0,24.0,6.0,stochastic,Poisson,{'lambda': 6.0}
A-n32-k5,Christiansen and Lysgaard (2007),10,customer,2.0,39.0,16.0,stochastic,Poisson,{'lambda': 16.0}
A-n32-k5,Christiansen and Lysgaard (2007),11,customer,3.0,82.0,8.0,stochastic,Poisson,{'lambda': 8.0}
A-n32-k5,Christiansen and Lysgaard (2007),12,customer,5.0,10.0,14.0,stochastic,Poisson,{'lambda': 14.0}
A-n32-k5,Christiansen and Lysgaard (2007),13,customer,98.0,52.0,21.0,stochastic,Poisson,{'lambda': 21.0}
A-n32-k5,Christiansen and Lysgaard (2007),14,customer,84.0,25.0,16.0,stochastic,Poisson,{'lambda': 16.0}
A-n32-k5,Christiansen and Lysgaard (2007),15,customer,61.0,59.0,3.0,stochastic,Poisson,{'lambda': 3.0}
A-n32-k5,Christiansen and Lysgaard (2007),16,customer,1.0,65.0,22.0,stochastic,Poisson,{'lambda': 22.0}
A-n32-k5,Christiansen and Lysgaard (2007),17,customer,88.0,51.0,18.0,stochastic,Poisson,{'lambda': 18.0}
A-n32-k5,Christiansen and Lysgaard (2007),18,customer,91.0,2.0,19.0,stochastic,Poisson,{'lambda': 19.0}
A-n32-k5,Christiansen and Lysgaard (2007),19,customer,19.0,32.0,1.0,stochastic,Poisson,{'lambda': 1.0}
A-n32-k5,Christiansen and Lysgaard (2007),20,customer,93.0,3.0,24.0,stochastic,Poisson,{'lambda': 24.0}
A-n32-k5,Christiansen and Lysgaard (2007),21,customer,50.0,93.0,8.0,stochastic,Poisson,{'lambda': 8.0}
A-n32-k5,Christiansen and Lysgaard (2007),22,customer,98.0,14.0,12.0,stochastic,Poisson,{'lambda': 12.0}
A-n32-k5,Christiansen and Lysgaard (2007),23,customer,5.0,42.0,4.0,stochastic,Poisson,{'lambda': 4.0}
A-n32-k5,Christiansen and Lysgaard (2007),24,customer,42.0,9.0,8.0,stochastic,Poisson,{'lambda': 8.0}
A-n32-k5,Christiansen and Lysgaard (2007),25,customer,61.0,62.0,24.0,stochastic,Poisson,{'lambda': 24.0}
A-n32-k5,Christiansen and Lysgaard (2007),26,customer,9.0,97.0,24.0,stochastic,Poisson,{'lambda': 24.0}
A-n32-k5,Christiansen and Lysgaard (2007),27,customer,80.0,55.0,2.0,stochastic,Poisson,{'lambda': 2.0}
A-n32-k5,Christiansen and Lysgaard (2007),28,customer,57.0,69.0,20.0,stochastic,Poisson,{'lambda': 20.0}
A-n32-k5,Christiansen and Lysgaard (2007),29,customer,23.0,15.0,15.0,stochastic,Poisson,{'lambda': 15.0}
A-n32-k5,Christiansen and Lysgaard (2007),30,customer,20.0,70.0,2.0,stochastic,Poisson,{'lambda': 2.0}
A-n32-k5,Christiansen and Lysgaard (2007),31,customer,85.0,60.0,14.0,stochastic,Poisson,{'lambda': 14.0}
A-n32-k5,Christiansen and Lysgaard (2007),32,customer,98.0,5.0,9.0,stochastic,Poisson,{'lambda': 9.0}
