instance_name,dataset,node_id,node_type,x_coord,y_coord,demand,demand_type,distribution,parameters
A-n34-k5,Christiansen and Lysgaard (2007),1,depot,73.0,39.0,0.0,none,,
A-n34-k5,Christiansen and Lysgaard (2007),2,customer,67.0,91.0,23.0,stochastic,Poisson,{'lambda': 23.0}
A-n34-k5,Christiansen and Lysgaard (2007),3,customer,39.0,21.0,3.0,stochastic,Poisson,{'lambda': 3.0}
A-n34-k5,Christiansen and Lysgaard (2007),4,customer,3.0,9.0,24.0,stochastic,Poisson,{'lambda': 24.0}
A-n34-k5,Christiansen and Lysgaard (2007),5,customer,97.0,15.0,15.0,stochastic,Poisson,{'lambda': 15.0}
A-n34-k5,Christiansen and Lysgaard (2007),6,customer,91.0,65.0,15.0,stochastic,Poisson,{'lambda': 15.0}
A-n34-k5,Christiansen and Lysgaard (2007),7,customer,55.0,75.0,24.0,stochastic,Poisson,{'lambda': 24.0}
A-n34-k5,Christiansen and Lysgaard (2007),8,customer,55.0,71.0,7.0,stochastic,Poisson,{'lambda': 7.0}
A-n34-k5,Christiansen and Lysgaard (2007),9,customer,57.0,85.0,25.0,stochastic,Poisson,{'lambda': 25.0}
A-n34-k5,Christiansen and Lysgaard (2007),10,customer,21.0,15.0,13.0,stochastic,Poisson,{'lambda': 13.0}
A-n34-k5,Christiansen and Lysgaard (2007),11,customer,47.0,57.0,5.0,stochastic,Poisson,{'lambda': 5.0}
A-n34-k5,Christiansen and Lysgaard (2007),12,customer,51.0,97.0,7.0,stochastic,Poisson,{'lambda': 7.0}
A-n34-k5,Christiansen and Lysgaard (2007),13,customer,11.0,11.0,5.0,stochastic,Poisson,{'lambda': 5.0}
A-n34-k5,Christiansen and Lysgaard (2007),14,customer,43.0,59.0,14.0,stochastic,Poisson,{'lambda': 14.0}
A-n34-k5,Christiansen and Lysgaard (2007),15,customer,63.0,69.0,13.0,stochastic,Poisson,{'lambda': 13.0}
A-n34-k5,Christiansen and Lysgaard (2007),16,customer,55.0,77.0,5.0,stochastic,Poisson,{'lambda': 5.0}
A-n34-k5,Christiansen and Lysgaard (2007),17,customer,35.0,11.0,24.0,stochastic,Poisson,{'lambda': 24.0}
A-n34-k5,Christiansen and Lysgaard (2007),18,customer,27.0,91.0,15.0,stochastic,Poisson,{'lambda': 15.0}
A-n34-k5,Christiansen and Lysgaard (2007),19,customer,49.0,25.0,9.0,stochastic,Poisson,{'lambda': 9.0}
A-n34-k5,Christiansen and Lysgaard (2007),20,customer,29.0,93.0,16.0,stochastic,Poisson,{'lambda': 16.0}
A-n34-k5,Christiansen and Lysgaard (2007),21,customer,71.0,27.0,13.0,stochastic,Poisson,{'lambda': 13.0}
A-n34-k5,Christiansen and Lysgaard (2007),22,customer,31.0,43.0,16.0,stochastic,Poisson,{'lambda': 16.0}
A-n34-k5,Christiansen and Lysgaard (2007),23,customer,27.0,9.0,13.0,stochastic,Poisson,{'lambda': 13.0}
A-n34-k5,Christiansen and Lysgaard (2007),24,customer,67.0,99.0,24.0,stochastic,Poisson,{'lambda': 24.0}
A-n34-k5,Christiansen and Lysgaard (2007),25,customer,87.0,81.0,20.0,stochastic,Poisson,{'lambda': 20.0}
A-n34-k5,Christiansen and Lysgaard (2007),26,customer,23.0,81.0,23.0,stochastic,Poisson,{'lambda': 23.0}
A-n34-k5,Christiansen and Lysgaard (2007),27,customer,89.0,33.0,20.0,stochastic,Poisson,{'lambda': 20.0}
A-n34-k5,Christiansen and Lysgaard (2007),28,customer,71.0,91.0,3.0,stochastic,Poisson,{'lambda': 3.0}
A-n34-k5,Christiansen and Lysgaard (2007),29,customer,19.0,77.0,15.0,stochastic,Poisson,{'lambda': 15.0}
A-n34-k5,Christiansen and Lysgaard (2007),30,customer,65.0,77.0,12.0,stochastic,Poisson,{'lambda': 12.0}
A-n34-k5,Christiansen and Lysgaard (2007),31,customer,87.0,79.0,19.0,stochastic,Poisson,{'lambda': 19.0}
A-n34-k5,Christiansen and Lysgaard (2007),32,customer,19.0,83.0,4.0,stochastic,Poisson,{'lambda': 4.0}
A-n34-k5,Christiansen and Lysgaard (2007),33,customer,1.0,59.0,15.0,stochastic,Poisson,{'lambda': 15.0}
A-n34-k5,Christiansen and Lysgaard (2007),34,customer,55.0,7.0,1.0,stochastic,Poisson,{'lambda': 1.0}
