instance_name,dataset,node_id,node_type,x_coord,y_coord,demand,demand_type,distribution,parameters
A-n60-k9,Christiansen and Lysgaard (2007),1,depot,27.0,93.0,0.0,none,,
A-n60-k9,Christiansen and Lysgaard (2007),2,customer,33.0,27.0,16.0,stochastic,Poisson,{'lambda': 16.0}
A-n60-k9,Christiansen and Lysgaard (2007),3,customer,29.0,39.0,2.0,stochastic,Poisson,{'lambda': 2.0}
A-n60-k9,Christiansen and Lysgaard (2007),4,customer,7.0,81.0,7.0,stochastic,Poisson,{'lambda': 7.0}
A-n60-k9,Christiansen and Lysgaard (2007),5,customer,1.0,59.0,11.0,stochastic,Poisson,{'lambda': 11.0}
A-n60-k9,Christiansen and Lysgaard (2007),6,customer,49.0,9.0,9.0,stochastic,Poisson,{'lambda': 9.0}
A-n60-k9,Christiansen and Lysgaard (2007),7,customer,21.0,53.0,17.0,stochastic,Poisson,{'lambda': 17.0}
A-n60-k9,Christiansen and Lysgaard (2007),8,customer,79.0,89.0,21.0,stochastic,Poisson,{'lambda': 21.0}
A-n60-k9,Christiansen and Lysgaard (2007),9,customer,81.0,83.0,23.0,stochastic,Poisson,{'lambda': 23.0}
A-n60-k9,Christiansen and Lysgaard (2007),10,customer,85.0,11.0,10.0,stochastic,Poisson,{'lambda': 10.0}
A-n60-k9,Christiansen and Lysgaard (2007),11,customer,45.0,9.0,6.0,stochastic,Poisson,{'lambda': 6.0}
A-n60-k9,Christiansen and Lysgaard (2007),12,customer,7.0,65.0,19.0,stochastic,Poisson,{'lambda': 19.0}
A-n60-k9,Christiansen and Lysgaard (2007),13,customer,95.0,27.0,18.0,stochastic,Poisson,{'lambda': 18.0}
A-n60-k9,Christiansen and Lysgaard (2007),14,customer,81.0,85.0,20.0,stochastic,Poisson,{'lambda': 20.0}
A-n60-k9,Christiansen and Lysgaard (2007),15,customer,37.0,81.0,13.0,stochastic,Poisson,{'lambda': 13.0}
A-n60-k9,Christiansen and Lysgaard (2007),16,customer,69.0,69.0,5.0,stochastic,Poisson,{'lambda': 5.0}
A-n60-k9,Christiansen and Lysgaard (2007),17,customer,15.0,95.0,11.0,stochastic,Poisson,{'lambda': 11.0}
A-n60-k9,Christiansen and Lysgaard (2007),18,customer,89.0,75.0,24.0,stochastic,Poisson,{'lambda': 24.0}
A-n60-k9,Christiansen and Lysgaard (2007),19,customer,33.0,93.0,2.0,stochastic,Poisson,{'lambda': 2.0}
A-n60-k9,Christiansen and Lysgaard (2007),20,customer,57.0,83.0,3.0,stochastic,Poisson,{'lambda': 3.0}
A-n60-k9,Christiansen and Lysgaard (2007),21,customer,11.0,95.0,1.0,stochastic,Poisson,{'lambda': 1.0}
