instance_name,dataset,node_id,node_type,x_coord,y_coord,demand,demand_type,distribution,parameters
A-n37-k5,Christiansen and Lysgaard (2007),1,depot,38.0,46.0,0.0,none,,
A-n37-k5,Christiansen and Lysgaard (2007),2,customer,59.0,46.0,16.0,stochastic,Poisson,{'lambda': 16.0}
A-n37-k5,Christiansen and Lysgaard (2007),3,customer,96.0,42.0,18.0,stochastic,Poisson,{'lambda': 18.0}
A-n37-k5,Christiansen and Lysgaard (2007),4,customer,47.0,61.0,1.0,stochastic,Poisson,{'lambda': 1.0}
A-n37-k5,Christiansen and Lysgaard (2007),5,customer,26.0,15.0,13.0,stochastic,Poisson,{'lambda': 13.0}
A-n37-k5,Christiansen and Lysgaard (2007),6,customer,66.0,6.0,8.0,stochastic,Poisson,{'lambda': 8.0}
A-n37-k5,Christiansen and Lysgaard (2007),7,customer,96.0,7.0,23.0,stochastic,Poisson,{'lambda': 23.0}
A-n37-k5,Christiansen and Lysgaard (2007),8,customer,37.0,25.0,7.0,stochastic,Poisson,{'lambda': 7.0}
A-n37-k5,Christiansen and Lysgaard (2007),9,customer,68.0,92.0,27.0,stochastic,Poisson,{'lambda': 27.0}
A-n37-k5,Christiansen and Lysgaard (2007),10,customer,78.0,84.0,1.0,stochastic,Poisson,{'lambda': 1.0}
A-n37-k5,Christiansen and Lysgaard (2007),11,customer,82.0,28.0,3.0,stochastic,Poisson,{'lambda': 3.0}
A-n37-k5,Christiansen and Lysgaard (2007),12,customer,93.0,90.0,6.0,stochastic,Poisson,{'lambda': 6.0}
A-n37-k5,Christiansen and Lysgaard (2007),13,customer,74.0,42.0,24.0,stochastic,Poisson,{'lambda': 24.0}
A-n37-k5,Christiansen and Lysgaard (2007),14,customer,60.0,20.0,19.0,stochastic,Poisson,{'lambda': 19.0}
A-n37-k5,Christiansen and Lysgaard (2007),15,customer,78.0,58.0,2.0,stochastic,Poisson,{'lambda': 2.0}
A-n37-k5,Christiansen and Lysgaard (2007),16,customer,36.0,48.0,5.0,stochastic,Poisson,{'lambda': 5.0}
A-n37-k5,Christiansen and Lysgaard (2007),17,customer,45.0,36.0,16.0,stochastic,Poisson,{'lambda': 16.0}
A-n37-k5,Christiansen and Lysgaard (2007),18,customer,73.0,57.0,7.0,stochastic,Poisson,{'lambda': 7.0}
A-n37-k5,Christiansen and Lysgaard (2007),19,customer,10.0,91.0,4.0,stochastic,Poisson,{'lambda': 4.0}
A-n37-k5,Christiansen and Lysgaard (2007),20,customer,98.0,51.0,22.0,stochastic,Poisson,{'lambda': 22.0}
A-n37-k5,Christiansen and Lysgaard (2007),21,customer,92.0,62.0,7.0,stochastic,Poisson,{'lambda': 7.0}
A-n37-k5,Christiansen and Lysgaard (2007),22,customer,43.0,42.0,23.0,stochastic,Poisson,{'lambda': 23.0}
A-n37-k5,Christiansen and Lysgaard (2007),23,customer,53.0,25.0,16.0,stochastic,Poisson,{'lambda': 16.0}
A-n37-k5,Christiansen and Lysgaard (2007),24,customer,78.0,65.0,2.0,stochastic,Poisson,{'lambda': 2.0}
A-n37-k5,Christiansen and Lysgaard (2007),25,customer,72.0,79.0,2.0,stochastic,Poisson,{'lambda': 2.0}
A-n37-k5,Christiansen and Lysgaard (2007),26,customer,37.0,88.0,9.0,stochastic,Poisson,{'lambda': 9.0}
A-n37-k5,Christiansen and Lysgaard (2007),27,customer,16.0,73.0,2.0,stochastic,Poisson,{'lambda': 2.0}
A-n37-k5,Christiansen and Lysgaard (2007),28,customer,75.0,96.0,12.0,stochastic,Poisson,{'lambda': 12.0}
A-n37-k5,Christiansen and Lysgaard (2007),29,customer,11.0,66.0,1.0,stochastic,Poisson,{'lambda': 1.0}
A-n37-k5,Christiansen and Lysgaard (2007),30,customer,9.0,49.0,9.0,stochastic,Poisson,{'lambda': 9.0}
A-n37-k5,Christiansen and Lysgaard (2007),31,customer,25.0,72.0,23.0,stochastic,Poisson,{'lambda': 23.0}
A-n37-k5,Christiansen and Lysgaard (2007),32,customer,8.0,68.0,6.0,stochastic,Poisson,{'lambda': 6.0}
A-n37-k5,Christiansen and Lysgaard (2007),33,customer,12.0,61.0,19.0,stochastic,Poisson,{'lambda': 19.0}
A-n37-k5,Christiansen and Lysgaard (2007),34,customer,50.0,2.0,7.0,stochastic,Poisson,{'lambda': 7.0}
A-n37-k5,Christiansen and Lysgaard (2007),35,customer,26.0,54.0,7.0,stochastic,Poisson,{'lambda': 7.0}
A-n37-k5,Christiansen and Lysgaard (2007),36,customer,18.0,89.0,20.0,stochastic,Poisson,{'lambda': 20.0}
A-n37-k5,Christiansen and Lysgaard (2007),37,customer,22.0,53.0,20.0,stochastic,Poisson,{'lambda': 20.0}
