instance_name,dataset,node_id,node_type,x_coord,y_coord,demand,demand_type,distribution,parameters
A-n39-k5,Christiansen and Lysgaard (2007),1,depot,9.0,35.0,0.0,none,,
A-n39-k5,Christiansen and Lysgaard (2007),2,customer,43.0,19.0,5.0,stochastic,Poisson,{'lambda': 5.0}
A-n39-k5,Christiansen and Lysgaard (2007),3,customer,79.0,35.0,24.0,stochastic,Poisson,{'lambda': 24.0}
A-n39-k5,Christiansen and Lysgaard (2007),4,customer,93.0,7.0,3.0,stochastic,Poisson,{'lambda': 3.0}
A-n39-k5,Christiansen and Lysgaard (2007),5,customer,13.0,35.0,20.0,stochastic,Poisson,{'lambda': 20.0}
A-n39-k5,Christiansen and Lysgaard (2007),6,customer,67.0,13.0,26.0,stochastic,Poisson,{'lambda': 26.0}
A-n39-k5,Christiansen and Lysgaard (2007),7,customer,31.0,77.0,23.0,stochastic,Poisson,{'lambda': 23.0}
A-n39-k5,Christiansen and Lysgaard (2007),8,customer,81.0,7.0,15.0,stochastic,Poisson,{'lambda': 15.0}
A-n39-k5,Christiansen and Lysgaard (2007),9,customer,27.0,49.0,3.0,stochastic,Poisson,{'lambda': 3.0}
A-n39-k5,Christiansen and Lysgaard (2007),10,customer,27.0,35.0,20.0,stochastic,Poisson,{'lambda': 20.0}
A-n39-k5,Christiansen and Lysgaard (2007),11,customer,69.0,23.0,16.0,stochastic,Poisson,{'lambda': 16.0}
A-n39-k5,Christiansen and Lysgaard (2007),12,customer,31.0,51.0,9.0,stochastic,Poisson,{'lambda': 9.0}
A-n39-k5,Christiansen and Lysgaard (2007),13,customer,27.0,27.0,21.0,stochastic,Poisson,{'lambda': 21.0}
A-n39-k5,Christiansen and Lysgaard (2007),14,customer,15.0,83.0,3.0,stochastic,Poisson,{'lambda': 3.0}
A-n39-k5,Christiansen and Lysgaard (2007),15,customer,7.0,35.0,24.0,stochastic,Poisson,{'lambda': 24.0}
A-n39-k5,Christiansen and Lysgaard (2007),16,customer,53.0,25.0,14.0,stochastic,Poisson,{'lambda': 14.0}
A-n39-k5,Christiansen and Lysgaard (2007),17,customer,75.0,13.0,6.0,stochastic,Poisson,{'lambda': 6.0}
A-n39-k5,Christiansen and Lysgaard (2007),18,customer,47.0,49.0,6.0,stochastic,Poisson,{'lambda': 6.0}
A-n39-k5,Christiansen and Lysgaard (2007),19,customer,25.0,33.0,13.0,stochastic,Poisson,{'lambda': 13.0}
A-n39-k5,Christiansen and Lysgaard (2007),20,customer,1.0,23.0,5.0,stochastic,Poisson,{'lambda': 5.0}
A-n39-k5,Christiansen and Lysgaard (2007),21,customer,45.0,11.0,3.0,stochastic,Poisson,{'lambda': 3.0}
A-n39-k5,Christiansen and Lysgaard (2007),22,customer,1.0,47.0,3.0,stochastic,Poisson,{'lambda': 3.0}
A-n39-k5,Christiansen and Lysgaard (2007),23,customer,93.0,15.0,20.0,stochastic,Poisson,{'lambda': 20.0}
A-n39-k5,Christiansen and Lysgaard (2007),24,customer,41.0,9.0,16.0,stochastic,Poisson,{'lambda': 16.0}
A-n39-k5,Christiansen and Lysgaard (2007),25,customer,75.0,55.0,22.0,stochastic,Poisson,{'lambda': 22.0}
A-n39-k5,Christiansen and Lysgaard (2007),26,customer,3.0,1.0,10.0,stochastic,Poisson,{'lambda': 10.0}
A-n39-k5,Christiansen and Lysgaard (2007),27,customer,51.0,67.0,12.0,stochastic,Poisson,{'lambda': 12.0}
A-n39-k5,Christiansen and Lysgaard (2007),28,customer,57.0,91.0,20.0,stochastic,Poisson,{'lambda': 20.0}
A-n39-k5,Christiansen and Lysgaard (2007),29,customer,21.0,97.0,24.0,stochastic,Poisson,{'lambda': 24.0}
A-n39-k5,Christiansen and Lysgaard (2007),30,customer,55.0,13.0,6.0,stochastic,Poisson,{'lambda': 6.0}
A-n39-k5,Christiansen and Lysgaard (2007),31,customer,3.0,71.0,1.0,stochastic,Poisson,{'lambda': 1.0}
A-n39-k5,Christiansen and Lysgaard (2007),32,customer,37.0,19.0,2.0,stochastic,Poisson,{'lambda': 2.0}
A-n39-k5,Christiansen and Lysgaard (2007),33,customer,73.0,21.0,13.0,stochastic,Poisson,{'lambda': 13.0}
A-n39-k5,Christiansen and Lysgaard (2007),34,customer,19.0,19.0,7.0,stochastic,Poisson,{'lambda': 7.0}
A-n39-k5,Christiansen and Lysgaard (2007),35,customer,75.0,73.0,6.0,stochastic,Poisson,{'lambda': 6.0}
A-n39-k5,Christiansen and Lysgaard (2007),36,customer,93.0,49.0,24.0,stochastic,Poisson,{'lambda': 24.0}
A-n39-k5,Christiansen and Lysgaard (2007),37,customer,41.0,87.0,19.0,stochastic,Poisson,{'lambda': 19.0}
A-n39-k5,Christiansen and Lysgaard (2007),38,customer,97.0,73.0,4.0,stochastic,Poisson,{'lambda': 4.0}
A-n39-k5,Christiansen and Lysgaard (2007),39,customer,45.0,29.0,7.0,stochastic,Poisson,{'lambda': 7.0}
