instance_name,dataset,node_id,node_type,x_coord,y_coord,demand,demand_type,distribution,parameters
A-n54-k7,Christiansen and Lysgaard (2007),1,depot,61.0,5.0,0.0,none,,
A-n54-k7,Christiansen and Lysgaard (2007),2,customer,85.0,53.0,24.0,stochastic,Poisson,{'lambda': 24.0}
A-n54-k7,Christiansen and Lysgaard (2007),3,customer,17.0,57.0,9.0,stochastic,Poisson,{'lambda': 9.0}
A-n54-k7,Christiansen and Lysgaard (2007),4,customer,49.0,93.0,15.0,stochastic,Poisson,{'lambda': 15.0}
A-n54-k7,Christiansen and Lysgaard (2007),5,customer,69.0,11.0,17.0,stochastic,Poisson,{'lambda': 17.0}
A-n54-k7,Christiansen and Lysgaard (2007),6,customer,87.0,15.0,2.0,stochastic,Poisson,{'lambda': 2.0}
A-n54-k7,Christiansen and Lysgaard (2007),7,customer,49.0,39.0,19.0,stochastic,Poisson,{'lambda': 19.0}
A-n54-k7,Christiansen and Lysgaard (2007),8,customer,87.0,23.0,10.0,stochastic,Poisson,{'lambda': 10.0}
A-n54-k7,Christiansen and Lysgaard (2007),9,customer,19.0,83.0,17.0,stochastic,Poisson,{'lambda': 17.0}
A-n54-k7,Christiansen and Lysgaard (2007),10,customer,69.0,87.0,20.0,stochastic,Poisson,{'lambda': 20.0}
A-n54-k7,Christiansen and Lysgaard (2007),11,customer,69.0,43.0,16.0,stochastic,Poisson,{'lambda': 16.0}
A-n54-k7,Christiansen and Lysgaard (2007),12,customer,49.0,67.0,8.0,stochastic,Poisson,{'lambda': 8.0}
A-n54-k7,Christiansen and Lysgaard (2007),13,customer,17.0,61.0,12.0,stochastic,Poisson,{'lambda': 12.0}
A-n54-k7,Christiansen and Lysgaard (2007),14,customer,45.0,61.0,3.0,stochastic,Poisson,{'lambda': 3.0}
A-n54-k7,Christiansen and Lysgaard (2007),15,customer,21.0,53.0,23.0,stochastic,Poisson,{'lambda': 23.0}
A-n54-k7,Christiansen and Lysgaard (2007),16,customer,71.0,37.0,4.0,stochastic,Poisson,{'lambda': 4.0}
A-n54-k7,Christiansen and Lysgaard (2007),17,customer,53.0,23.0,23.0,stochastic,Poisson,{'lambda': 23.0}
A-n54-k7,Christiansen and Lysgaard (2007),18,customer,77.0,63.0,20.0,stochastic,Poisson,{'lambda': 20.0}
A-n54-k7,Christiansen and Lysgaard (2007),19,customer,89.0,7.0,2.0,stochastic,Poisson,{'lambda': 2.0}
A-n54-k7,Christiansen and Lysgaard (2007),20,customer,21.0,83.0,19.0,stochastic,Poisson,{'lambda': 19.0}
A-n54-k7,Christiansen and Lysgaard (2007),21,customer,77.0,25.0,2.0,stochastic,Poisson,{'lambda': 2.0}
A-n54-k7,Christiansen and Lysgaard (2007),22,customer,85.0,95.0,23.0,stochastic,Poisson,{'lambda': 23.0}
