instance_name,dataset,node_id,node_type,x_coord,y_coord,demand,demand_type,distribution,parameters
A-n55-k9,Christiansen and Lysgaard (2007),1,depot,36.0,64.0,0.0,none,,
A-n55-k9,Christiansen and Lysgaard (2007),2,customer,94.0,47.0,3.0,stochastic,Poisson,{'lambda': 3.0}
A-n55-k9,Christiansen and Lysgaard (2007),3,customer,10.0,23.0,12.0,stochastic,Poisson,{'lambda': 12.0}
A-n55-k9,Christiansen and Lysgaard (2007),4,customer,16.0,46.0,25.0,stochastic,Poisson,{'lambda': 25.0}
A-n55-k9,Christiansen and Lysgaard (2007),5,customer,25.0,79.0,4.0,stochastic,Poisson,{'lambda': 4.0}
A-n55-k9,Christiansen and Lysgaard (2007),6,customer,41.0,30.0,11.0,stochastic,Poisson,{'lambda': 11.0}
A-n55-k9,Christiansen and Lysgaard (2007),7,customer,81.0,45.0,20.0,stochastic,Poisson,{'lambda': 20.0}
A-n55-k9,Christiansen and Lysgaard (2007),8,customer,14.0,79.0,21.0,stochastic,Poisson,{'lambda': 21.0}
A-n55-k9,Christiansen and Lysgaard (2007),9,customer,42.0,56.0,10.0,stochastic,Poisson,{'lambda': 10.0}
A-n55-k9,Christiansen and Lysgaard (2007),10,customer,90.0,17.0,20.0,stochastic,Poisson,{'lambda': 20.0}
A-n55-k9,Christiansen and Lysgaard (2007),11,customer,41.0,39.0,13.0,stochastic,Poisson,{'lambda': 13.0}
A-n55-k9,Christiansen and Lysgaard (2007),12,customer,21.0,14.0,14.0,stochastic,Poisson,{'lambda': 14.0}
A-n55-k9,Christiansen and Lysgaard (2007),13,customer,41.0,46.0,16.0,stochastic,Poisson,{'lambda': 16.0}
A-n55-k9,Christiansen and Lysgaard (2007),14,customer,65.0,96.0,17.0,stochastic,Poisson,{'lambda': 17.0}
A-n55-k9,Christiansen and Lysgaard (2007),15,customer,13.0,49.0,11.0,stochastic,Poisson,{'lambda': 11.0}
A-n55-k9,Christiansen and Lysgaard (2007),16,customer,21.0,14.0,36.0,stochastic,Poisson,{'lambda': 36.0}
A-n55-k9,Christiansen and Lysgaard (2007),17,customer,57.0,2.0,6.0,stochastic,Poisson,{'lambda': 6.0}
A-n55-k9,Christiansen and Lysgaard (2007),18,customer,14.0,42.0,7.0,stochastic,Poisson,{'lambda': 7.0}
A-n55-k9,Christiansen and Lysgaard (2007),19,customer,66.0,62.0,21.0,stochastic,Poisson,{'lambda': 21.0}
A-n55-k9,Christiansen and Lysgaard (2007),20,customer,58.0,96.0,11.0,stochastic,Poisson,{'lambda': 11.0}
A-n55-k9,Christiansen and Lysgaard (2007),21,customer,5.0,51.0,17.0,stochastic,Poisson,{'lambda': 17.0}
A-n55-k9,Christiansen and Lysgaard (2007),22,customer,41.0,50.0,22.0,stochastic,Poisson,{'lambda': 22.0}
A-n55-k9,Christiansen and Lysgaard (2007),23,customer,50.0,99.0,10.0,stochastic,Poisson,{'lambda': 10.0}
A-n55-k9,Christiansen and Lysgaard (2007),24,customer,84.0,85.0,19.0,stochastic,Poisson,{'lambda': 19.0}
A-n55-k9,Christiansen and Lysgaard (2007),25,customer,97.0,90.0,21.0,stochastic,Poisson,{'lambda': 21.0}
A-n55-k9,Christiansen and Lysgaard (2007),26,customer,47.0,76.0,23.0,stochastic,Poisson,{'lambda': 23.0}
A-n55-k9,Christiansen and Lysgaard (2007),27,customer,11.0,54.0,19.0,stochastic,Poisson,{'lambda': 19.0}
A-n55-k9,Christiansen and Lysgaard (2007),28,customer,60.0,97.0,15.0,stochastic,Poisson,{'lambda': 15.0}
A-n55-k9,Christiansen and Lysgaard (2007),29,customer,60.0,89.0,22.0,stochastic,Poisson,{'lambda': 22.0}
A-n55-k9,Christiansen and Lysgaard (2007),30,customer,58.0,68.0,7.0,stochastic,Poisson,{'lambda': 7.0}
A-n55-k9,Christiansen and Lysgaard (2007),31,customer,30.0,93.0,11.0,stochastic,Poisson,{'lambda': 11.0}
A-n55-k9,Christiansen and Lysgaard (2007),32,customer,9.0,60.0,15.0,stochastic,Poisson,{'lambda': 15.0}
A-n55-k9,Christiansen and Lysgaard (2007),33,customer,47.0,44.0,22.0,stochastic,Poisson,{'lambda': 22.0}
A-n55-k9,Christiansen and Lysgaard (2007),34,customer,19.0,40.0,12.0,stochastic,Poisson,{'lambda': 12.0}
A-n55-k9,Christiansen and Lysgaard (2007),35,customer,15.0,40.0,24.0,stochastic,Poisson,{'lambda': 24.0}
A-n55-k9,Christiansen and Lysgaard (2007),36,customer,88.0,21.0,25.0,stochastic,Poisson,{'lambda': 25.0}
A-n55-k9,Christiansen and Lysgaard (2007),37,customer,33.0,58.0,2.0,stochastic,Poisson,{'lambda': 2.0}
A-n55-k9,Christiansen and Lysgaard (2007),38,customer,21.0,51.0,15.0,stochastic,Poisson,{'lambda': 15.0}
