instance_name,dataset,node_id,node_type,x_coord,y_coord,demand,demand_type,distribution,parameters
A-n53-k7,Christiansen and Lysgaard (2007),1,depot,24.0,63.0,0.0,none,,
A-n53-k7,Christiansen and Lysgaard (2007),2,customer,35.0,60.0,2.0,stochastic,Poisson,{'lambda': 2.0}
A-n53-k7,Christiansen and Lysgaard (2007),3,customer,79.0,46.0,12.0,stochastic,Poisson,{'lambda': 12.0}
A-n53-k7,Christiansen and Lysgaard (2007),4,customer,3.0,45.0,14.0,stochastic,Poisson,{'lambda': 14.0}
A-n53-k7,Christiansen and Lysgaard (2007),5,customer,42.0,50.0,2.0,stochastic,Poisson,{'lambda': 2.0}
A-n53-k7,Christiansen and Lysgaard (2007),6,customer,3.0,40.0,17.0,stochastic,Poisson,{'lambda': 17.0}
A-n53-k7,Christiansen and Lysgaard (2007),7,customer,29.0,96.0,20.0,stochastic,Poisson,{'lambda': 20.0}
A-n53-k7,Christiansen and Lysgaard (2007),8,customer,47.0,30.0,2.0,stochastic,Poisson,{'lambda': 2.0}
A-n53-k7,Christiansen and Lysgaard (2007),9,customer,54.0,77.0,26.0,stochastic,Poisson,{'lambda': 26.0}
A-n53-k7,Christiansen and Lysgaard (2007),10,customer,36.0,30.0,7.0,stochastic,Poisson,{'lambda': 7.0}
A-n53-k7,Christiansen and Lysgaard (2007),11,customer,83.0,86.0,24.0,stochastic,Poisson,{'lambda': 24.0}
A-n53-k7,Christiansen and Lysgaard (2007),12,customer,30.0,6.0,23.0,stochastic,Poisson,{'lambda': 23.0}
A-n53-k7,Christiansen and Lysgaard (2007),13,customer,55.0,29.0,13.0,stochastic,Poisson,{'lambda': 13.0}
A-n53-k7,Christiansen and Lysgaard (2007),14,customer,13.0,2.0,25.0,stochastic,Poisson,{'lambda': 25.0}
A-n53-k7,Christiansen and Lysgaard (2007),15,customer,1.0,19.0,20.0,stochastic,Poisson,{'lambda': 20.0}
A-n53-k7,Christiansen and Lysgaard (2007),16,customer,98.0,1.0,3.0,stochastic,Poisson,{'lambda': 3.0}
A-n53-k7,Christiansen and Lysgaard (2007),17,customer,75.0,10.0,18.0,stochastic,Poisson,{'lambda': 18.0}
A-n53-k7,Christiansen and Lysgaard (2007),18,customer,39.0,23.0,23.0,stochastic,Poisson,{'lambda': 23.0}
A-n53-k7,Christiansen and Lysgaard (2007),19,customer,62.0,91.0,6.0,stochastic,Poisson,{'lambda': 6.0}
A-n53-k7,Christiansen and Lysgaard (2007),20,customer,96.0,9.0,2.0,stochastic,Poisson,{'lambda': 2.0}
A-n53-k7,Christiansen and Lysgaard (2007),21,customer,27.0,87.0,13.0,stochastic,Poisson,{'lambda': 13.0}
A-n53-k7,Christiansen and Lysgaard (2007),22,customer,14.0,16.0,22.0,stochastic,Poisson,{'lambda': 22.0}
A-n53-k7,Christiansen and Lysgaard (2007),23,customer,52.0,49.0,3.0,stochastic,Poisson,{'lambda': 3.0}
A-n53-k7,Christiansen and Lysgaard (2007),24,customer,95.0,21.0,6.0,stochastic,Poisson,{'lambda': 6.0}
A-n53-k7,Christiansen and Lysgaard (2007),25,customer,30.0,6.0,7.0,stochastic,Poisson,{'lambda': 7.0}
A-n53-k7,Christiansen and Lysgaard (2007),26,customer,18.0,40.0,1.0,stochastic,Poisson,{'lambda': 1.0}
A-n53-k7,Christiansen and Lysgaard (2007),27,customer,82.0,90.0,18.0,stochastic,Poisson,{'lambda': 18.0}
A-n53-k7,Christiansen and Lysgaard (2007),28,customer,50.0,79.0,18.0,stochastic,Poisson,{'lambda': 18.0}
A-n53-k7,Christiansen and Lysgaard (2007),29,customer,48.0,49.0,10.0,stochastic,Poisson,{'lambda': 10.0}
A-n53-k7,Christiansen and Lysgaard (2007),30,customer,82.0,73.0,2.0,stochastic,Poisson,{'lambda': 2.0}
A-n53-k7,Christiansen and Lysgaard (2007),31,customer,64.0,62.0,9.0,stochastic,Poisson,{'lambda': 9.0}
A-n53-k7,Christiansen and Lysgaard (2007),32,customer,34.0,78.0,10.0,stochastic,Poisson,{'lambda': 10.0}
A-n53-k7,Christiansen and Lysgaard (2007),33,customer,83.0,6.0,8.0,stochastic,Poisson,{'lambda': 8.0}
A-n53-k7,Christiansen and Lysgaard (2007),34,customer,3.0,77.0,30.0,stochastic,Poisson,{'lambda': 30.0}
A-n53-k7,Christiansen and Lysgaard (2007),35,customer,18.0,8.0,16.0,stochastic,Poisson,{'lambda': 16.0}
A-n53-k7,Christiansen and Lysgaard (2007),36,customer,53.0,86.0,23.0,stochastic,Poisson,{'lambda': 23.0}
A-n53-k7,Christiansen and Lysgaard (2007),37,customer,88.0,51.0,2.0,stochastic,Poisson,{'lambda': 2.0}
A-n53-k7,Christiansen and Lysgaard (2007),38,customer,77.0,51.0,18.0,stochastic,Poisson,{'lambda': 18.0}
A-n53-k7,Christiansen and Lysgaard (2007),39,customer,58.0,89.0,22.0,stochastic,Poisson,{'lambda': 22.0}
A-n53-k7,Christiansen and Lysgaard (2007),40,customer,12.0,44.0,1.0,stochastic,Poisson,{'lambda': 1.0}
A-n53-k7,Christiansen and Lysgaard (2007),41,customer,70.0,88.0,8.0,stochastic,Poisson,{'lambda': 8.0}
A-n53-k7,Christiansen and Lysgaard (2007),42,customer,36.0,17.0,4.0,stochastic,Poisson,{'lambda': 4.0}
A-n53-k7,Christiansen and Lysgaard (2007),43,customer,85.0,23.0,26.0,stochastic,Poisson,{'lambda': 26.0}
A-n53-k7,Christiansen and Lysgaard (2007),44,customer,93.0,30.0,21.0,stochastic,Poisson,{'lambda': 21.0}
A-n53-k7,Christiansen and Lysgaard (2007),45,customer,68.0,67.0,2.0,stochastic,Poisson,{'lambda': 2.0}
A-n53-k7,Christiansen and Lysgaard (2007),46,customer,71.0,34.0,15.0,stochastic,Poisson,{'lambda': 15.0}
A-n53-k7,Christiansen and Lysgaard (2007),47,customer,56.0,73.0,25.0,stochastic,Poisson,{'lambda': 25.0}
A-n53-k7,Christiansen and Lysgaard (2007),48,customer,37.0,37.0,22.0,stochastic,Poisson,{'lambda': 22.0}
A-n53-k7,Christiansen and Lysgaard (2007),49,customer,78.0,20.0,19.0,stochastic,Poisson,{'lambda': 19.0}
A-n53-k7,Christiansen and Lysgaard (2007),50,customer,88.0,69.0,3.0,stochastic,Poisson,{'lambda': 3.0}
A-n53-k7,Christiansen and Lysgaard (2007),51,customer,95.0,42.0,3.0,stochastic,Poisson,{'lambda': 3.0}
A-n53-k7,Christiansen and Lysgaard (2007),52,customer,44.0,71.0,5.0,stochastic,Poisson,{'lambda': 5.0}
A-n53-k7,Christiansen and Lysgaard (2007),53,customer,18.0,1.0,13.0,stochastic,Poisson,{'lambda': 13.0}
